blockNum,index,txHash,gas,gasPrice,gasTipCap,gasFeeCap,blockAvgGasTip
14815791,232,0x5d468c3345462a54058e97aa41af037589cf6b86e9b6b77704984ce2f4323e52,200000,59670495150,1000000000,59670495150,3177359555
14816672,212,0x479a0fd61c59cba863f0dc1fe3b9943c2c08e03e81a814de3ca21d5e237562f5,200000,30480966102,1000000000,30480966102,5612139573
14817651,377,0x6ec2289eda8543db898596690b2df33f13bd2141bd968e653712bae9f8078000,200000,34013227316,1000000000,34013227316,7436440053
14818602,113,0xd686f478c684b41b6d85b370f828ff11510d14b24a577bd83fc2d021e2a9faa6,200000,64469541168,1500000000,64469541168,9387309216
14819528,401,0xa56304cede7621854ee7cca4b491647b76ad371f5702443110b6975a0c2797cc,200000,43553248096,1000000000,43553248096,3014891468
14820448,301,0x7992c8122900b36cd7ea6f07a8514b354d0373b035c578db8278dd757ede7c4e,200000,49728674282,1000000000,49728674282,6194513784
14821396,141,0x2c677be85cdabcafa4f0f620d8cdbf5f499565e0bd384579459028813557d712,200000,37388010760,1100000000,37388010760,3370498283
14822282,141,0xf1a28125b72880a9ece4e858270e8b498fc610aeee179e33867f207e638e1017,200000,44594290668,1000000000,44594290668,3847415524
14822678,101,0xc1b3afbbad083930bc42d0293f914f4aa827cd9445ad8a78236e946de8d6cc36,200000,22751632964,1000000000,22751632964,3799514641
14823641,3292,0xe864a5224bb809ea3b85196b03ee30929e0e4645bd7322a344929ec91c6eee69,200000,51276937676,1000000000,51276937676,9204001256
14824571,386,0x3f3dad791ddd0d3aeb44ea55b0d2b53ef14c6e57bd50c57fe053733b95ebd0a5,200000,47891269250,1000000000,47891269250,14993944583
14825492,559,0x40720297d4ad08fcd9d4c2cdd6039a03c5f2cefb1ba0491e9d4da1c954ec973c,200000,66238578808,1000000000,66238578808,8313805301
14826443,221,0x36ff9f3571a30f8a133ac6dd8ac807f755fe7c5d05967140466eb0a5b22d5337,200000,37676628176,1000000000,37676628176,5878359450
14827344,588,0xa8c948a9011c97f8a2e7a414fc25d6d8b31566416fbfbee62658e4e1b7e9ee30,200000,103638444586,1000000000,103638444586,19558010381
14828272,636,0x69ec889b3d8bb3c500401d8a93a02eeb8bf620c2970b357e2b049670cb5db453,200000,36432771146,1000000000,36432771146,8199055669
14829227,363,0xccce3a6fb5512070a2ad1f935a9c400798db443dfd8a05dfbd48c02869d33ca0,200000,18309276786,1000000000,18309276786,9967996635
14830178,480,0xc7f46f44a9cd2cf189f785eb613e304818787fbf37cab3a6a353c5040aef4989,200000,28801384230,1000000000,28801384230,10653537496
14831112,219,0xd4656e2c54aaa58419124e372db3fe9cb91d1bab848f2abfade798d0a14270dc,200000,35956619194,1000000000,35956619194,4670337149
14831363,162,0xb3fb0885e15980d5d6c890091a55b4c3d7a39dae82f332ebd2d236e72193d28e,200000,74095212222,1000000000,74095212222,6266707684
14832203,395,0xa27bc9876339ddc6ec55650d55732ef044db803766686f2511047deef3d76ce0,200000,54712620140,1000000001,54712620140,8771938393
14833143,370,0x1382b0788fcf223cc9237277df418c5e6de650f39231199a0e4b5c55912f5aa3,200000,25918897200,1000000000,25918897200,5418674464
14834086,157,0x0d0b4eb2ea79fe76d2bdfa785ce1f312ce22ec7a943be7d43895a300e6b5459d,200000,24314517026,1000000000,24314517026,2794762746
14835011,545,0x27d3eca42dc6a7c5d53317513fc48409d720ea79f6d1ddcbbbead3d3680171e8,200000,24648823640,1000000000,24648823640,2807481795
14835959,247,0xdd3d42aa813543a5b2ec06f6647bbbfafd6026bff0d3bbda86210c6a32f6f77d,200000,46492807520,1000000000,46492807520,24314380477
14836223,386,0x343be4c5c985a3fd07e5023e13dad281f7bd68bc9b24c24e505b0e8bfd077039,200000,59232310136,1000000000,59232310136,1731190966
14836624,313,0x3ed4f59379d2edcc76a5dcc3cb086d7d50df919bd6c3898c772dc78fc33dcd60,200000,221028302420,1000000000,221028302420,24090529906
14837482,367,0x227f9b4ecaea54f85d9b1d0bb223d9dae1b2038cc9ec06aeb7db068ad29892e0,200000,70345086614,1000000000,70345086614,1482182554
14838456,347,0x6759741dc5363e9ae3a7271c826d082958f1c9f666dbbd33d6e956120c0eeb22,200000,80224285474,1000000000,80224285474,2804664226
14839362,320,0x0859826f77bb6eca5f6c297ee3367d513c7cc75e6e67d0e9bdf0c2e563e0fc6f,200000,48624675492,1000000000,48624675492,2907701629
14840328,321,0xf13e9566e880ded9389a469fd3d23f68e3b75ce95c32b6e6d607d69360c39331,200000,49353416254,1000000000,49353416254,4860286086
14841264,395,0x797b37f530588c09cdbb2b281003a99b052e3d00aecb9ef00d630160e5971763,200000,24610009412,1000000000,24610009412,5900111639
14842173,96,0x5d73742f20540dab2d21f20c25a2fdbe99a07c7693f74617b7380bb52a09b743,200000,76300843196,1000000000,76300843196,12597773374
14843111,355,0xd01fcf43911c906d606cafc9a1d4f5e04e6dbc6139cae0f9a5826dc9a576696a,200000,87351946210,1000000000,87351946210,6933917915
14844039,200,0x42c184cfc4319cddd2b604a5e0fc19a659f396cdeac319415a9754d6ffb867a3,200000,96310901548,1000000000,96310901548,1370250761
14844956,275,0x334d2deb20ba4c69e8b53bac9baae24b27aece9d123cf4c08231a3ac1fbaf017,200000,88647565670,1000000000,88647565670,7280901121
14845889,578,0x71ecec8bd44c5f9a832dbee6bd0905198bd50642b092212ccb9e46414d468943,200000,78662180080,1000000000,78662180080,3000794231
14846806,300,0x0bb5d7fc2bfcf5de69fa368b158808a70ba3260c5ddf500d46a2139aa81c583d,200000,71604432838,1000000000,71604432838,8137258917
14846971,301,0xb7602986c8e6cbe2871a8784cef53296ce41730fa94e0601ad9641295dbfbc0e,200000,108617030506,1000000000,108617030506,2842739329
14847019,590,0x507d4ee4e6337f24d912ce1b86868d532d9fdd503a86dfff24c1910689d56133,200000,120323311006,1000000000,120323311006,4325836861
14847904,183,0x757b5953430f448548dc83fc09e8ebe8cd652898fe90bfe13d1ee927adb361d3,200000,89055784288,1000000000,89055784288,7573383415
14848152,268,0x7e9143e6b27ddb498724c7e9ea972953907e02ac9806fa9bacf6568281c11985,200000,238722322964,1500000000,238722322964,216506367634
14848325,50,0xd0a3f00af2d569bb8ba5732c68ab327c59d5760ec62606ddae87b14c47360c6a,200000,87363529504,1000000000,87363529504,3854521864
14848456,435,0x2e89eada51ed8c456c6482954003f9cf437f5502fa3fb2b3ad4d8de6c0bf0c86,200000,155611194058,1000000000,155611194058,1470064482
14848978,312,0x57d3efe59743a356e6e0bf8ce5e814a86322d103a119261d492452820a2026ed,200000,173460943226,1000000000,173460943226,21006031243
14849705,300,0x2f606209332cd9e50b0140beb34ba65dcec2976e1165dbab9aa140820b7e3570,200000,134072436706,1000000000,134072436706,13185904904
14849974,201,0xf1753df721b062bdf8e8f9855a600ab5fe26076c633f8c2ebf64db254cf7b8de,200000,152734403546,1053493202,152734403546,4113608488
14850864,476,0xa40a5a3d4ad6688ff42580451a55257a0cd5ab64d75706e93f430ae5f9d3018e,200000,76193708898,1000000000,76193708898,5026106674
14851194,415,0x1e072f33a6e3d1e4188db8f8b4336a884de82747b7438eabef24f2239408b02b,200000,120865151346,1000000000,120865151346,7919575553
14852163,264,0x46fc6030cf3aabdf60580f7fcf8c1d5bb8305a1af7e0cf2c5d2ba3b7e9aa6319,200000,88884342694,1000000000,88884342694,26599493900
14852861,405,0x3780b3263566c3cb095859c0466d6c68874042121a7ef93435bd73fd863f3188,200000,81968170660,1000000000,81968170660,11293274083
14853817,436,0x7d340f7fafdc211c64959a3ce23a6a032048cb189ad230e883709f7737841936,200000,39899039704,1000000000,39899039704,2797957618
14854211,234,0xe5c96341c61e24fe796699ff15edd8e35159c19c0c170562bbfb590eb188512d,200000,54594038442,1082777575,54594038442,3358167222
14854837,619,0x6f8bb32969cd8dea4dc9c481b243149cf5534ff633ba147f1768b9a8997ef4a4,200000,67337184464,1000000000,67337184464,9772028115
14855679,508,0x22eba5f4f892232b3537178062f2eb90323ef345400d517dbeceedbe7569e7d7,200000,119663551024,1000000000,119663551024,13533249791
14856114,20,0x896b61e5d7794962ae7c88eedb54022deb4f54a97b4824cafba0c8c0c3edad36,200000,363978184976,1264123011,363978184976,26165622914
14856950,879,0x9ff16067b8b3c740aff838a31286facc7b35729a2112f2779619ba26f9b73959,200000,90581131118,1000000000,90581131118,8621423993
14857822,352,0x4573b36843236a16714bafc5f98fbfe64813c22e050bae320cefa8cd605c46c4,200000,35845966976,1000000000,35845966976,4994134285
14858337,432,0x2f0a0bcf09180c953584a6f213725686adb2830e405b3d86e0fa32f3af71c536,200000,29230473526,1000000000,29230473526,3688921146
14859297,245,0x06937267ed09ac1d18c0eac838246dc5bd97e1804451db2496db2b11ec1b38f9,200000,65272557858,1000000000,65272557858,7071706566
14860225,157,0x4dd8f8a45c1c75f01f96c5b656393211be0a3e926218a870cf2b1225222cad86,200000,39042048796,1000000000,39042048796,7242424974
14861192,283,0x76b19d6e6f8ca196b58846c6d1c575e93359e9e74ac1847c9bdd226c77a40b7b,200000,39697849468,1500000000,39697849468,10065105488
14862138,393,0xbeb1fd19b3371dd67f81070a6f55da5517246c6bdffe4d0dd519e2040ae7cb76,200000,37482857126,1000000000,37482857126,7796803519
14863072,251,0x392a510ad3f08ee49c26dd577033443fbb9318d340a05199bf93bffc6a437485,200000,24398204356,1000000000,24398204356,7206187474
14864028,854,0x3160c49f143376379b14d1b736a9506263931b63e3b02122cbeda03e073316d8,200000,18113388850,1000000000,18113388850,2407870919
14864971,485,0x85397045fb81540fbd16e6629f5ba4164f863df2b8a94eef53857709c0ccb70e,200000,36366615694,1000000000,36366615694,7146076706
14865866,400,0xd55bd177045de59c30e5251d654a8e9e6bea00aeaac9b76fa5ded50a364f00bb,200000,52683326470,1000000000,52683326470,9431343371
14866623,191,0xeae97c42958ed475b3a41999e59bb797ba3dcc8a27b5fc80b4762a70d67379fd,200000,27338581368,1000000000,27338581368,2865938923
14867586,107,0x5f1bb8fd5356d4f3995d4503e44e3e3721a7e7cc39506d507f5a932be78f9ff9,200000,58915570428,1000000000,58915570428,4594111697
14868520,446,0x9351abc2a5a43c5f2150c05c36c15df8b433c06cc5a9ea2d9b9f645ea38459be,200000,62713988884,1094103719,62713988884,3604139420
14869470,149,0x7b3d661a8caf486af6260d5f500fb2f2d254f05d7c27bc7cabe192a8c4005022,200000,74579965196,1000000000,74579965196,2397203232
14869956,1003,0x8a0f68c6e27e8c54bc6d7b54edfce6ae598ac6180be3de28a6ed123ab4926039,200000,52570822754,1000000000,52570822754,6477052645
14870875,95,0x89caaf751279002465db564b806aed4759180d61e16d768b4cdb51f84b1c0000,200000,35802288106,1000000000,35802288106,2945363489
14871777,188,0xdcd5d4621725738356bbb762dc1b0cc5b8adb73a379f41ac04e2a3e809e47491,200000,61388311076,1000000000,61388311076,2330786086
14872671,470,0xd68fcdec1b221d272be6cd71d8e11b21e85628b70dc18d6b2fe7558a1605d14f,200000,83324337820,1000000000,83324337820,4718798709
14873652,409,0xf7107a450583e4e93e038664545abbe1b17576b0ec17a7113831740476860277,200000,88790730226,1000000000,88790730226,10024258871
14874636,316,0xbd9fde1b6a6259b1082630e8c8fb1c534e34a6e5f919894515f71d85cd0ac20f,200000,78694371190,1000000000,78694371190,6007696728
14874878,463,0xc3d07fd30065609bad3959e831fda26ea551648c19807ffea933c57e010d2020,200000,91818621662,1000000000,91818621662,33770422734
14875796,224,0x021e1615f56e93cff6543c43affa6226623771cfbe6bc5d91bee061925ffd6c0,200000,45810293772,1000000000,45810293772,6751414520
14876752,429,0x4596a1f321a7465ee2bc727052acf8c6749fbbe5691a2c00bf6c24da2d918703,200000,66659189252,1000000000,66659189252,17862549906
14877656,69,0xf618372f1c2e6f5f7faa9d8e886c0de5d5d97893ba1839c425a1180f2b13bae0,200000,55283538954,1000000000,55283538954,2923918889
14878530,373,0xb33deb482219dac85091a45f00aab0e3849270d1e387a934cd01dc0fe23e745b,200000,52347236290,1000000000,52347236290,15415169483
14879117,491,0xa7798da805a6324be614075e1a8009f5a89bbd0eba9a745e4c082151433eb477,200000,145201894996,1271000000,145201894996,18650759632
14879610,205,0x2cdcedc6a30a4684566efaa9047fbbbfb54774c78991a501faba67b8c48645bf,200000,120064174632,1000000000,120064174632,13109965075
14880372,237,0xac9d013df80ed2372def48a17f3b9267f0d5bdd7cf3ef6a4b2e93dd61075b742,200000,99549970060,1000000000,99549970060,18921298461
14881281,179,0x9059a541256b2c5b35cee4a0ad1ad748c3dfc839babf565ae0cab3bf2c8091ee,200000,149134723834,1000000000,149134723834,10549075193
14882228,218,0x0fdef2a875c0676eee691f6a0228b384db442ab35acb931a7f878e3584420a24,200000,67855911044,1000000000,67855911044,6428876101
14883153,282,0x62154ceff2f677c84a6fa5bcb8805339ad9076faee94119308884e68ffa276b2,200000,67662823138,1000000000,67662823138,1510996287
14884021,395,0xc2844ef83f60d4c0e1456daf824d3e11c5934fcae3cee9cf92355ae6a39431d2,200000,77382110986,1000000000,77382110986,13589016842
14884931,338,0xe8c3ddd551c10f44d7cc387250b9f473ae2d99cdf11bae41036e4dd1d72d3fd1,200000,117055539226,1000000000,117055539226,9835081892
14885383,285,0xa8cd94a2514973937bb07cf447ab4c0a448b3edbd642b3d1ee8be86d1a347ae1,200000,127766459462,1000000000,127766459462,8877746482
14885752,528,0x87084f472f73648e8505316edd73a7bc1bff20d96cd9eeefbd250ed77dd3e6a8,200000,189305571570,1057000000,189305571570,22952062340
14886076,377,0xe5fd26fa1f1444f6eff7027743e659ed89633eb42864bea43d8cbdafb1cf85b6,200000,253421340240,1000000000,253421340240,8045663857
14886885,534,0xc3fe74415c6740b363a1006673a0b30a0bc8cc6099ad6daacedb6df5dcddab27,200000,181634543154,1000000000,181634543154,20848566161
14887584,509,0x4cc53e2399162390b01502a9b25ffe2415a8040c738a49c69a3f270a09e2ac5c,200000,101093830420,1000000000,101093830420,14253390372
