blockNum,index,txHash,gas,gasPrice,gasTipCap,gasFeeCap,blockAvgGasTip
14751335,353,0xc508a45bd7ebc9c5eb04109f5eeb914e8ea9a37e7642d61c400aa45dafe1a6c9,500000,369513947146,2000000000,369513947146,32098481821
14751371,94,0xe097e057ea42ef8474af0a569147d428babbd885f667b8c779dd7baf6d4f0cc5,500000,129188187087,2500000000,129188187087,28742791649
14751468,32,0xa41dfe7cf9586e035fcaaa466b26d2dc87dbcb303c15edf1b0590962b4855a73,500000,134407278123,2000000000,134407278123,7888705791
14751541,252,0x31a9ddc4a68404189aab67452ebf99218bc7ffad84001699ae6dcb1e777934d5,500000,120219421174,2000000000,120219421174,10997581300
14751637,81,0xc6c5f162722ccf4791124236c592059b2241a161890f325975546f34aa85aecc,400000,75202363466,2000000000,75202363466,15244105253
14751665,422,0x4d7572bafdc0f69fb90eb3a4fd529b4f3f32d135533b610772da3427e43fac50,500000,91689960544,2370930424,91689960544,16157922861
14751810,107,0xda664749f5075f6c7b2d20d4680c688f414b3eb908ce549722b29075daf2e47f,500000,47272662316,47272662316,47272662316,20582364869
14751897,74,0x0723a151216fc900bd14199769b164a2bf52839c6dd11d6040ca7d63e9ac9519,500000,43903007315,43903007315,43903007315,13965812598
14752077,71,0x794916a207136b8ad2b9b887a4c144238c593e0d11811c81904fafa548b16a2d,500000,33796562202,33796562202,33796562202,22902761900
14752106,400,0x17ac16e55247ba7a9bf30ca606b9482f07de199472ab476f9a50e54335e405e8,500000,48478338818,48478338818,48478338818,15724084638
14752166,55,0x27ffa2cc4a52c12269ab011c44994663dcf83a266d0260b54facdaefb63ee19e,500000,79044455443,2000000000,79044455443,17590925257
14752183,393,0xbbf18f92bf467a3d3af0e51c12e66b0f5457a736944faf3a653ba8e7ac8a0a84,500000,100000000000,1,100000000000,12755234786
14752190,202,0x2f57348895ba8400e28da121f41027d2c2f42f912fd5b21f1b8fea8133e9923a,500000,95661414048,2000000000,95661414048,7711165748
14752203,548,0x8cca2f126574a92de149aa50b89f4b1ff94b4b319f080a11ea52b2b1a4691388,500000,67473002968,1500000000,67473002968,17144344137
14752279,64,0xb05401f61c4e24bd98084d30a817a8260a41e940c04b5c3daca85d4070b3e250,500000,75735286370,2000000000,75735286370,9567203389
14752317,307,0x9ed3d351f952ac4295644a6c8dbb4e019f037d9d1c0df7e919c15c3a4ea12301,500000,129058040360,2000000000,129058040360,8530436463
14752364,108,0x5f8a4ea8bba816ee265d8897ba057c7557e06b11b5a56381f084434958be59fc,500000,41898868028,41898868028,41898868028,19048293279
14752406,97,0x58db0557694d0aedee4817270a241028ab5bd497fcfe84b1a79f29f40b921efd,500000,129197078885,1500000000,129197078885,22326161764
14752595,353,0x95225da395ec2e619d65a0bdb7a9987bb2b833529bf205e61ec18c11626a433f,500000,33198831800,33198831800,33198831800,16368025417
14752813,101,0x1b967e05ef763df6ba21a9d5f1379e4c4a43447ac157b12f22e87b66cd2b2eed,500000,158737484538,2000000000,158737484538,10495576592
14752834,403,0x3bb3690b518cd7425fb00cc108be4f6ec8ae86a104b9c3bda9077a9547e24ead,500000,75647958383,2000000000,75647958383,13662184015
14752915,84,0x2e82f558a58b06459e58cf92638a5d8308b2f2fdf90ee0db3d99beb2d1b0929a,500000,79269105747,5787333416,79269105747,13657021709
14752929,99,0x898db96c0d2e19041e30f3a6097888b573eb4566ffc963b5f567306ba78b3f70,500000,158878864377,2000000000,158878864377,20782039945
14753114,122,0xe7de496abfa8292d48ce42e3acaa17e7201c9259e333d21a4176a2c2173890c9,500000,57000000000,57000000000,57000000000,51904013397
14753281,215,0xb4ff44f6134a73a0b8470aef49b6f7ceec8d10c50b367deea892ef04384575b2,500000,56007657773,2329782283,56007657773,15542743619
14753350,43,0x3ebe1f946a533c31454b20700518b5a2ae70bebb4d696109568b3d300e19747d,500000,116923559731,9989369145,116923559731,25416429040
14753369,38,0x7bacc9b2cf59ac4a25b4fdbabf9712b91acb4f32fb39479f4545f600e12d65af,500000,85093426621,2181047751,85093426621,6314257282
14753395,117,0x588672359e5c74cd3294d5e26ce214ce65f8396d688efeba6eed7b6e48070b35,500000,75098826374,2000000000,75098826374,14192181672
14753400,317,0xcd57ec2e057c6a0fa89ee2c4fe87f89e5c8e1e75d72cb50287ecbcea10fe8856,500000,201017450464,2278300693,201017450464,75529238547
14753406,215,0x28ec0348b5d06fbf01ace471b524608477a5ee7fc3b811ba4fd84838088c122c,500000,93806142615,2219379863,93806142615,22882547878
14753419,169,0x8075c52f1794e6361de8095df2750af2183945ae869fe8887fbc8f4e7744c640,500000,150877489467,2500000000,150877489467,20058894856
14753456,133,0xf82a151b1f97cb15323cc281dfa1e96a5d8b02eaa99cc992257e841bf4feb486,500000,238310461190,5000000000,238310461190,45960731127
14753481,213,0x58812433686b76b0748b719615bac9e5122a4f29064f83ccd0bd549d7a9642f8,500000,329112809826,4578511395,329112809826,56894401932
14753489,215,0xdc1572d167319a17f6f728783af4948f611764725e69f1e2d93f6d67fafd8c6e,500000,232154234894,2000000000,232154234894,72264479519
14753576,152,0xb7d072a992879f3661a87af490b29cb79c5c4494aaf18218c41b87803dd3be61,500000,116124409331,11428708332,116124409331,16443112982
14753581,92,0x7ba2f6a8392ee53af6fd45efd783f92be57629050b2b98025b2a912751b2f00a,500000,153051019502,7999727090,153051019502,44426758195
14753664,139,0x507e4c900f55b636d22200e225c67c84300939cf4dd7f0ac29adc283375947c8,500000,349002023811,5000000000,349002023811,86414870486
14753683,39,0x71004064143d536022c40a3a6cc15f86f708fa6788eb514df2df87a2cc8678be,500000,352143153893,4653328335,352143153893,62122509790
14753687,212,0x2e0c2e173c7319eae9a0611e289f3eabcd842ca11a3ece18a1bd0100bc9a76ba,500000,186109931384,8776397054,186109931384,60283948249
14753733,227,0x57e528a25f724b254cb31f320ed9f754b8f6665478e0fbb43b03be3c9c7e890d,500000,395114546003,2000000000,395114546003,82086817092
14753739,97,0xaac417bfd6a0a781d5a6172fc3b5ce1f72790acf3cd8d6de407404c260149cde,500000,238350309606,2500000000,238350309606,46241172448
14753757,73,0x619f4660c111fe47eec766e8327f33b4d40151f966686330ec4ec311b0420b13,500000,205987757599,6606000000,205987757599,45682967867
14753823,141,0x821b121e38114b0a60a1a001518e55d56a122ca50ec3762d9acc743996e4c411,500000,113000000000,113000000000,113000000000,31819765015
14753864,365,0xb0404786580e5fd5a552125e1fe3865abe0ee26dcb4205cebd1fcc764a7618e7,500000,135520313242,2000000000,135520313242,37313016296
14753879,256,0xf8e08aceae55c29caaa994c216ac7b8181092daba2b6ab31da472432167593a9,500000,328404420790,2896451577,328404420790,60723232920
14753908,126,0xf83ad7b9993b00a16f50f6465af57880ed4b77be76d10dd9da8dd9e2cdc807e2,500000,253379770287,3000000000,253379770287,41090299233
14754021,212,0xc6c0b04a5553d945d38be36aa2df929590aa25b34cc88f9604558115fa0a39c0,500000,347988896073,1600000000,347988896073,44953227574
14754047,391,0xa4cc6508561269d31fd12d0fce1264db2ac59ea5c17e7c7170bcbf13b8ab5814,500000,112493351174,2000000000,112493351174,40504292172
14754075,212,0x80bde176059459fe5f93452b663a6cbb2cb200859320b3161a442c74af6bdd79,500000,243981126193,2000000000,243981126193,39714436869
14754086,96,0xdd7ed3f4ccd424f0ce4458ffb98a5c1444bb4b4c5fed7bbe3adec78ffcabc0cc,500000,104827992779,25433276018,104827992779,35123142923
14754148,175,0x86ac05a648367cf200877e68e830b118ec53c66e5053d6297a2f97a41fbeb710,500000,168446942810,2941727848,168446942810,92634658009
14754176,21,0xf32cc806d75d2871f6194cfd327113441d943764fed987d26710d272ba14b8ad,500000,139320564575,139320564575,139320564575,34191918150
14754198,58,0x94aaa82ac5e50e31653bf9e955e1f08cfb0eb26938376ba8bb18e18294ddbabb,500000,100354359046,7000000000,100354359046,14256142306
14754202,358,0x1eae850f9de38bd290de129185c61e726db9ef0c1007616037e091c2e4145697,500000,128037651922,2000000000,128037651922,24286571960
14754228,271,0xebcf1f16b83b3850aefae7d8aa3d1802c6186cd5d9a4a02b3c489da107ecffec,500000,76832930771,76832930771,76832930771,22974809573
14754270,49,0x09f7dd572c880e26c8dd68eb498c672eb87bbaac4a921555f8552e2e14d06a36,500000,96264236135,96264236135,96264236135,62751520379
